timestamp,rank,epoch,step,tokens,duration_s,tokens_per_second,inclusive_tokens_per_second,loss,status,warmup_excluded
1778703379.8484092,0,0,1,32,0.0053481,0.0,5983.433368859969,3.7966175079345703,ok,True
1778703379.8516994,0,0,2,32,0.0014538,22011.280781400466,22011.280781400466,3.7583608627319336,ok,False
1778703379.854933,0,0,3,32,0.0014842,21560.436598841126,21560.436598841126,3.6962640285491943,ok,False
1778703379.857761,0,0,4,32,0.0011505,27813.99391568883,27813.99391568883,3.781071424484253,ok,False
1778703379.8618221,0,0,5,32,0.0014998,21336.178157087612,21336.178157087612,3.730074405670166,ok,False
