timestamp,rank,epoch,step,tokens,duration_s,tokens_per_second,inclusive_tokens_per_second,loss,status,warmup_excluded
1778703375.1192632,0,0,1,32,0.0053806,0.0,5947.292123554994,3.7966175079345703,ok,True
1778703375.1214764,0,0,2,32,0.001395,22939.068100358425,22939.068100358425,3.7583608627319336,ok,False
1778703375.1236598,0,0,3,32,0.001321,24224.07267221802,24224.07267221802,3.6962640285491943,ok,False
1778703375.1261513,0,0,4,32,0.0017641,18139.56124936228,18139.56124936228,3.781071424484253,ok,False
1778703375.128732,0,0,5,32,0.0014335,22322.985699337285,22322.985699337285,3.730074405670166,ok,False
